orbital_period,transit_duration,planetary_radius,stellar_magnitude,transit_depth,impact_parameter,equilibrium_temperature,stellar_radius,stellar_mass,disposition_score,object_id,dataset,disposition
2.25558,,2.0,,,,,0.367,,,EPIC 206215704 b,K2,CONFIRMED
0.62309386,,2.52,,,,,0.65,,,EPIC 206215704.01,K2,CANDIDATE
11.63547,,2.6,,,,,0.892,,,EPIC 206226146.01,K2,CANDIDATE
1.982116,,35.0,,,,,2.05,,,EPIC 206260577.01,K2,CANDIDATE
36.9321,,2.98,,,,,0.955,,,EPIC 206262341.01,K2,CANDIDATE
1.35823,,1.44,,,,,0.95,,,EPIC 206267115.01,K2,FALSE_POSITIVE
8.4532,,2.66,,,,,1.0419,,,EPIC 206268084.01,K2,CANDIDATE
0.434832,,0.96,,,,,0.333,,,EPIC 206298289.01,K2,CANDIDATE
4.31444335,,,,,,,2.25969,,,EPIC 206311743.01,K2,CANDIDATE
1.5339666,,1.47,,,,,0.52,,,EPIC 206312951.01,K2,CANDIDATE
0.3176828,,11.9,,,,,0.944,,,EPIC 206315178.01,K2,CANDIDATE
1.58316,,1.22,,,,,0.669,,,EPIC 206317286 b,K2,CONFIRMED
17.501662,,2.63,,,,,0.73,,,EPIC 206317286 c,K2,CONFIRMED
10.49927,,1.43,,,,,0.599,,,EPIC 206329937.01,K2,CANDIDATE
5.23189,,3.62,,,,,0.627,,,EPIC 206344313.01,K2,CANDIDATE
1.13666,,3.18,,,,,1.724,,,EPIC 206358352.01,K2,CANDIDATE
12.4404,,2.72,,,,,0.586,,,EPIC 206360885.01,K2,CANDIDATE
1.49462,,1.8,,,,,0.586,,,EPIC 206360885.02,K2,CANDIDATE
2.018725,,91.0,,,,,14.96,,,EPIC 206369173.01,K2,CANDIDATE
23.8039,,12.0,,,,,0.48,,,EPIC 206403979.01,K2,CANDIDATE
3.47722,,1.53,,,,,0.556,,,EPIC 206414361.01,K2,CANDIDATE
0.44214967,,1.32,,,,,0.76,,,EPIC 206417197.01,K2,CANDIDATE
18.406118,,5.2,,,,,1.84,,,EPIC 206439513.01,K2,CANDIDATE
10.4404,,0.6739,,,,,0.746,0.8,,EPIC 206461841.01,K2,CANDIDATE
27.837146,,5.149,,,,,0.64,0.741,,EPIC 206468053.01,K2,CANDIDATE
12.19649,,2.23,,,,,1.062,,,EPIC 206476150.01,K2,CANDIDATE
8.15306759,,,,,,,1.71199,0.95,,EPIC 206500801.01,K2,CANDIDATE
2.2021868,,56.5,,,,,0.96,,,EPIC 206532093.01,K2,CANDIDATE
20.398147,,2.93,,,,,0.85,,,EPIC 206535016.01,K2,CANDIDATE
17.81188,,21.6,,,,,0.93,,,EPIC 206543223.01,K2,CANDIDATE
2.931226,,90.0,,,,,1.12,,,EPIC 207389002.01,K2,CANDIDATE
6.3878,,65.0,,,,,1.25,,,EPIC 207517400.01,K2,FALSE_POSITIVE
1.81449,,27.0,,,,,0.92,,,EPIC 207739861.01,K2,CANDIDATE
22.4844,,79.0,,,,,1.15,,,EPIC 208445756.01,K2,CANDIDATE
3.47323985883,,16.65896453,,,,1767.12,1.56373,,,EPIC 208833261.01,K2,CANDIDATE
0.369181,,16.5,,,,,2.22,,,EPIC 209036259.01,K2,CANDIDATE
6.71694,,39.0,,,,,0.82,,,EPIC 209286622.01,K2,CANDIDATE
3.951971,,8.44551389,,,,,0.692034,,,EPIC 210365511.01,K2,CANDIDATE
11.3256,,2.18,,,,,1.043,,,EPIC 210371175.01,K2,CANDIDATE
2.9237,,2.57,,,,,0.573,,,EPIC 210384192.01,K2,CANDIDATE
14.08549,,21.1,,,,,1.32,,,EPIC 210389383.01,K2,CANDIDATE
15.0818,,1.83,,,,,0.514,,,EPIC 210394706.01,K2,CANDIDATE
3.16363,,1.25,,,,,0.514,,,EPIC 210394706.02,K2,CANDIDATE
1.31559,,102.0,,,,,2.3,,,EPIC 210401157.01,K2,FALSE_POSITIVE
0.96997227,,,,,,,,,,EPIC 210414957.01,K2,FALSE_POSITIVE
23.9683,,1.6119,,,,,1.129,1.325,,EPIC 210418253.01,K2,CANDIDATE
19.860476,,2.08349198,,,,,0.696718,,,EPIC 210423938.01,K2,CANDIDATE
4.72048898787,,14.61863458,,,,526.86,0.489916,,,EPIC 210463428.01,K2,CANDIDATE
1.1430018,,,,,,,3.28495,,,EPIC 210472483.01,K2,CANDIDATE
3.74234,,1.61,,,,,0.502,,,EPIC 210495066.01,K2,CANDIDATE
24.2747,,1.56,,,,,0.424,,,EPIC 210508766.03,K2,CANDIDATE
1.14907861,,,,,,,1.00567,,,EPIC 210513446.01,K2,FALSE_POSITIVE
7.46967,,2.4,,,,,0.279,,,EPIC 210524811.01,K2,CANDIDATE
2.16594452,,,,,,,1.30635,1.188,,EPIC 210550063.01,K2,CANDIDATE
14.2683,,,,,,,0.6,,,EPIC 210559259.01,K2,CANDIDATE
4.86406,,1.09,,,,,0.298809,0.27526,,EPIC 210564155.01,K2,CANDIDATE
15.97700259,,,,,,,1.04527,,,EPIC 210576234.01,K2,CANDIDATE
3.7342439,,30.71,,,,,2.642,,,EPIC 210598340.01,K2,CANDIDATE
0.567055,,16.22,,,,,1.42,,,EPIC 210605073.01,K2,CANDIDATE
14.14459,,16.6,,,,,2.69,,,EPIC 210609658.01,K2,CANDIDATE
2.386772,,4.0,,,,,0.286,,,EPIC 210625740.01,K2,CANDIDATE
43.36143,,29.8,,,,,1.472,,,EPIC 210626797.01,K2,CANDIDATE
27.353103,,3.05048319,,,,,1.448467,,,EPIC 210629082.01,K2,CANDIDATE
2.357651,,1.95,,,,,0.267,,,EPIC 210659688.01,K2,CANDIDATE
27.9329,,2.51,,,,,0.573,,,EPIC 210659945.01,K2,CANDIDATE
3.72007,,1.55,,,,,0.986,,,EPIC 210664763.01,K2,CANDIDATE
1.396291,,1.89,,,,,1.02,,,EPIC 210666756.01,K2,CANDIDATE
31.3537,,3.85,,,,,0.816,,,EPIC 210678858.01,K2,CANDIDATE
14.8484,,2.68,,,,,0.816,,,EPIC 210678858.02,K2,CANDIDATE
10.0696,,1.69,,,,,0.816,,,EPIC 210678858.03,K2,CANDIDATE
3.6494,,,,,,,0.326267,0.306782,,EPIC 210696763.01,K2,CANDIDATE
5.7663,,,,,,,0.326267,0.306782,,EPIC 210696763.02,K2,CANDIDATE
7.98471,,1.19,,,,,0.249,,,EPIC 210696763.03,K2,CANDIDATE
5.1718,,0.8891,,,,,0.954,0.709,,EPIC 210706310.01,K2,CANDIDATE
5.7408,,1.0668,,,,,0.76,1.067,,EPIC 210708830.01,K2,CANDIDATE
29.0529,,,,,,,0.325107,0.305444,,EPIC 210736056.01,K2,CANDIDATE
25.2077883,,,,,,,1.83554,1.18,,EPIC 210744674.01,K2,FALSE_POSITIVE
0.870775,,3.97,,,,,0.88,,,EPIC 210754505.01,K2,FALSE_POSITIVE
1.43689647,,,,,,,10.8463,,,EPIC 210769880.01,K2,CANDIDATE
59.847399221,,11.75567728,,,,211.04,1.09215,,,EPIC 210775710.01,K2,CANDIDATE
11.37698,,,,,,,0.64,,,EPIC 210777017.01,K2,CANDIDATE
29.12555,,205.0,,,,,3.9,,,EPIC 210789323.01,K2,FALSE_POSITIVE
0.8925,,2.7,,,,,2.0,,,EPIC 210801536.01,K2,CANDIDATE
14.7619,,2.11,,,,,0.735,,,EPIC 210813978.01,K2,CANDIDATE
0.5111,,,,,,,0.214796,0.183836,,EPIC 210827030.01,K2,FALSE_POSITIVE
0.7041655,,,,,,,9.3189,,,EPIC 210843708.01,K2,CANDIDATE
1.93426,,1.64,,,,,0.928,,,EPIC 210852232.01,K2,CANDIDATE
3.43827,,1.98,,,,,0.928,,,EPIC 210852232.02,K2,CANDIDATE
18.03895153,,,,,,,0.88619,0.853,,EPIC 210877025.01,K2,CANDIDATE
2.41040731,,,,,,,1.92538,1.23,,EPIC 210903662.01,K2,CANDIDATE
1.6865884,,,,,,,2.93748,1.19,,EPIC 210925707.01,K2,CANDIDATE
8.4044,,1.24,,,,,0.307,,,EPIC 210933299.01,K2,CANDIDATE
1.1829266,,29.0,,,,,1.51,,,EPIC 210935498.01,K2,CANDIDATE
20.600656,,2.166,,,,,1.059,0.994,,EPIC 210945680.01,K2,CANDIDATE
0.950356,,6.94,,,,,0.94,,,EPIC 210954046.01,K2,FALSE_POSITIVE
56.6205,,7.68,,,,,0.904,,,EPIC 210956385.01,K2,CANDIDATE
1.702301,,19.1,,,,,1.28,,,EPIC 210958990.01,K2,CANDIDATE
0.3499146,,39.4,,,,,2.43,,,EPIC 210961508.01,K2,CANDIDATE
4.27681,,2.27,,,,,0.938,,,EPIC 210965800.02,K2,CANDIDATE
13.16121,,2.62,,,,,0.938,,,EPIC 210965800.03,K2,CANDIDATE
21.0858,,2.95,,,,,0.938,,,EPIC 210965800.04,K2,CANDIDATE
30.2894,,2.33,,,,,0.938,,,EPIC 210965800.05,K2,CANDIDATE
1.82876,,1.46,,,,,0.938,,,EPIC 210965800.06,K2,CANDIDATE
7.1149,,0.9835,,,,,0.953,0.845,,EPIC 210967369.01,K2,CANDIDATE
3.347872,,28.1,,,,,2.2,,,EPIC 211002562.01,K2,CANDIDATE
1.31982263,,,,,,,2.91272,1.19,,EPIC 211009047.01,K2,CANDIDATE
3.32257,,2.53,,,,,1.108,,,EPIC 211058748.01,K2,CANDIDATE
,,44.0,,,,,1.6,,,EPIC 211064647.01,K2,CANDIDATE
2.4616,,,,,,,2.32365,2.55,,EPIC 211082420.01,K2,FALSE_POSITIVE
,,8.7,,,,,0.96,,,EPIC 211087003.01,K2,CANDIDATE
28.29213,,3.55,,,,,0.96,,,EPIC 211087003.02,K2,CANDIDATE
7.0502,,,,,,,0.705709,0.815,,EPIC 211093684.01,K2,FALSE_POSITIVE
14.643071,,66.04981083,,,,,13.183733,,,EPIC 211106187.01,K2,CANDIDATE
18.8652,,1.57,,,,,0.642,,,EPIC 211107835.01,K2,CANDIDATE
7.434876,,32.0,,,,,1.74,,,EPIC 211133138.01,K2,CANDIDATE
2.34951024,,,,,,,1.50652,1.7,,EPIC 211147528.01,K2,CANDIDATE
0.2990737,,7.6,,,,,0.231,,,EPIC 211158357.01,K2,CANDIDATE
16.43831081,,,,,,,1.92033,1.11,,EPIC 211169300.01,K2,CANDIDATE
5.88165,,2.58,,,,,1.37,,,EPIC 211201576.01,K2,CANDIDATE
11.55059,,1.98,,,,,0.469901,0.467536,,EPIC 211305568.01,K2,CANDIDATE
0.19785,,0.72,,,,,0.469901,0.467536,,EPIC 211305568.02,K2,CANDIDATE
6.423,,,,,,,5.86835,,,EPIC 211308899.01,K2,CANDIDATE
3.1393226,,15.43,,,,1780.0,1.5,1.24,,EPIC 211309648.01,K2,CANDIDATE
1.38521606684,,6.52719853,,,,2071.92,1.451,,,EPIC 211315836.01,K2,CANDIDATE
13.8253157,,,,,,,0.75,0.78,,EPIC 211319779.01,K2,CANDIDATE
22.194346,,3.174,,,,,1.069,0.806,,EPIC 211321953.01,K2,CANDIDATE
1.72397,,1.33,,,,,0.885,,,EPIC 211327855.01,K2,CANDIDATE
17.178,,,,,,,1.33351,1.046,,EPIC 211328748.01,K2,CANDIDATE
5.409,,,,,,,45.4751,,,EPIC 211333233.01,K2,CANDIDATE
4.99,,,,,,,1.63356,1.21,,EPIC 211335816.01,K2,CANDIDATE
0.22181,,1.13,,,,,0.585409,0.576018,,EPIC 211336288.01,K2,CANDIDATE
44.13,,,,,,,10.7024,,,EPIC 211336616.01,K2,CANDIDATE
14.449,,,,,,,1.68931,1.11,,EPIC 211342524.01,K2,CANDIDATE
0.463954,,0.53,,,,,0.272,,,EPIC 211357309.01,K2,CANDIDATE
5.264,,,,,,,1.5774,1.19,,EPIC 211365543.01,K2,CANDIDATE
1.529084,,48.0,,,,,1.654,,,EPIC 211372788.01,K2,CANDIDATE
2.084,,,,,,,,,,EPIC 211375488.01,K2,CANDIDATE
1.567,,,,,,,0.615898,0.693,,EPIC 211383821.01,K2,CANDIDATE
7.757595,,1.95,,,,,0.713,,,EPIC 211390903.01,K2,CANDIDATE
4.8718955,,14.64,,,,1663.0,1.82,1.53,,EPIC 211393988.01,K2,CANDIDATE
8.514184,,38.298,,,,,8.384,1.254,,EPIC 211396431.01,K2,CANDIDATE
0.967865,,,,,,,0.97198,0.9,,EPIC 211397774.01,K2,FALSE_POSITIVE
16.168833,,,,,,,5.653,,,EPIC 211397844.01,K2,CANDIDATE
25.23658,,,,,,,0.701898,0.664837,,EPIC 211402878.01,K2,FALSE_POSITIVE
36.0861607,,,,,,,0.67,0.68,,EPIC 211407755.01,K2,CANDIDATE
10.337864,,,,,,,1.96735,,,EPIC 211408138.01,K2,FALSE_POSITIVE
9.967689,,2.005,,,,,1.031,1.103,,EPIC 211408558.01,K2,CANDIDATE
13.919301,,,,,,,1.2633,0.92,,EPIC 211409299.01,K2,FALSE_POSITIVE
0.954863,,,,,,,0.926751,0.98,,EPIC 211411891.01,K2,FALSE_POSITIVE
3.25182,,33.2,,,,,0.63,,,EPIC 211413463.01,K2,CANDIDATE
5.032134,,25.83,,,,,2.516,,,EPIC 211418290.01,K2,CANDIDATE
6.45795,,2.78,,,,,0.9389,,,EPIC 211419451.01,K2,CANDIDATE
0.554633,,,,,,,0.951566,0.76,,EPIC 211422822.01,K2,FALSE_POSITIVE
5.176243,,19.44301811,,,,,1.118972,,,EPIC 211424769.01,K2,CANDIDATE
2.153178,,,,,,,0.997379,0.97,,EPIC 211425822.01,K2,FALSE_POSITIVE
1.610911,,1.5,,,,,0.56,,,EPIC 211428897.01,K2,CANDIDATE
2.17807,,0.65,,,,,0.409602,0.402278,,EPIC 211428897.02,K2,CANDIDATE
4.96883,,0.67,,,,,0.409602,0.402278,,EPIC 211428897.03,K2,CANDIDATE
6.26561,,0.77,,,,,0.299,,,EPIC 211428897.04,K2,CANDIDATE
3.28963,,0.51,,,,,0.299,,,EPIC 211428897.05,K2,CANDIDATE
0.565934,,,,,,,1.55349,0.91,,EPIC 211429934.01,K2,FALSE_POSITIVE
15.091257,,,,,,,1.55474,0.93,,EPIC 211430148.01,K2,FALSE_POSITIVE
3.102398,,,,,,,1.85351,0.96,,EPIC 211431013.01,K2,FALSE_POSITIVE
0.93346092,,,,,,,2.62165,1.12,,EPIC 211432103.01,K2,CANDIDATE
5.817737,,,,,,,3.03613,1.232,,EPIC 211432167.01,K2,FALSE_POSITIVE
5.817854,,,,,,,,,,EPIC 211432176.01,K2,FALSE_POSITIVE
5.81861,,3.4,,,,,0.38,,,EPIC 211432922.01,K2,CANDIDATE
1.671965,,,,,,,0.483697,0.481713,,EPIC 211432946.01,K2,FALSE_POSITIVE
4.332837,,2.263,,,,,0.725,0.942,,EPIC 211436313.01,K2,CANDIDATE
1.1524,,0.6746,,,,,1.057,0.992,,EPIC 211436876.01,K2,CANDIDATE
20.486455,,2.762,,,,,0.371,0.357,,EPIC 211438731.01,K2,CANDIDATE
18.641,,,,,,,,,,EPIC 211439059.01,K2,CANDIDATE
5.19287,,1.29,,,,,0.826,,,EPIC 211442571.01,K2,CANDIDATE
3.39934,,1.08,,,,,0.826,,,EPIC 211442571.02,K2,CANDIDATE
6.663685,,,,,,,1.05709,1.01,,EPIC 211449931.01,K2,FALSE_POSITIVE
12.17682,,2.244,,,,,0.637,0.812,,EPIC 211451776.01,K2,CANDIDATE
11.114394,,,,,,,2.44643,1.07,,EPIC 211452175.01,K2,FALSE_POSITIVE
0.524461,,,,,,,0.200172,0.169168,,EPIC 211453076.01,K2,FALSE_POSITIVE
9.056947,,,,,,,1.05773,0.81,,EPIC 211453223.01,K2,FALSE_POSITIVE
0.737735,,,,,,,1.53058,0.8,,EPIC 211468153.01,K2,FALSE_POSITIVE
7.07737,,2.1,,,,,0.662,,,EPIC 211469889.01,K2,CANDIDATE
0.799768,,,,,,,1.67093,2.0,,EPIC 211471048.01,K2,FALSE_POSITIVE
1.641114,,,,,,,1.10451,2.02,,EPIC 211477347.01,K2,FALSE_POSITIVE
6.3508198,,,,,,,2.11,1.74,,EPIC 211480861.01,K2,CANDIDATE
0.555516,,,,,,,,,,EPIC 211490299.01,K2,FALSE_POSITIVE
0.635328,,,,,,,1.531,,,EPIC 211492384.01,K2,CANDIDATE
16.24196986,,,,,,,10.4554,,,EPIC 211492449.01,K2,CANDIDATE
1.031746,,,,,,,1.85084,1.77,,EPIC 211492541.01,K2,FALSE_POSITIVE
0.58337,,,,,,,0.742872,1.04,,EPIC 211493669.01,K2,FALSE_POSITIVE
2.047195,,,,,,,0.958,,,EPIC 211503824.01,K2,CANDIDATE
24.4472,,1.82,,,,,0.647,,,EPIC 211505089.01,K2,CANDIDATE
10.542179,,3.123,,,,,0.916,0.81,,EPIC 211506851.01,K2,CANDIDATE
3.247194,,,,,,,1.17125,0.99,,EPIC 211509665.01,K2,FALSE_POSITIVE
5.31471,,1.45,,,,,0.355,,,EPIC 211510580.01,K2,CANDIDATE
3.84981,,1.86,,,,,1.42,,,EPIC 211516501.01,K2,CANDIDATE
0.715676,,,,,,,7.82356,,,EPIC 211524114.01,K2,FALSE_POSITIVE
0.546969,,,,,,,0.996147,0.87,,EPIC 211524558.01,K2,FALSE_POSITIVE
0.682618,,,,,,,2.77001,1.16,,EPIC 211526186.01,K2,FALSE_POSITIVE
2.126953,,1.7,,,,,0.573,,,EPIC 211533633.01,K2,CANDIDATE
0.512702,,,,,,,1.00839,0.71,,EPIC 211534342.01,K2,FALSE_POSITIVE
20.2244,,2.94,,,,,0.8325,,,EPIC 211535327.01,K2,CANDIDATE
0.539696,,,,,,,,,,EPIC 211535481.01,K2,FALSE_POSITIVE
42.3822512,,2.58,,,,482.0,0.86,0.9,,EPIC 211537087.02,K2,CANDIDATE
41.9,,2.28,,,,82.0,0.86,0.9,,EPIC 211537087.03,K2,CANDIDATE
0.597258,,,,,,,1.47741,0.93,,EPIC 211538193.01,K2,FALSE_POSITIVE
0.620388,,,,,,,1.48463,1.76,,EPIC 211540348.01,K2,FALSE_POSITIVE
9.81881482,,,,,,,0.411081,0.403933,,EPIC 211541590.01,K2,CANDIDATE
1.518232,,,,,,,1.209,,,EPIC 211543616.01,K2,CANDIDATE
1.63013,,,,,,,1.602,,,EPIC 211544257.01,K2,CANDIDATE
2.00745282887,,7.16393472,,,,680.34,0.490442,,,EPIC 211546613.01,K2,CANDIDATE
37.4059,,2.32,,,,,0.581,,,EPIC 211551160.01,K2,CANDIDATE
3.544965,,1.9,,,,,0.701,,,EPIC 211552050.01,K2,CANDIDATE
17.325857,,,,,,,3.05384,1.12,,EPIC 211563123.01,K2,FALSE_POSITIVE
34.023,,,,,,,11.253,,,EPIC 211569704.01,K2,CANDIDATE
6.2043,,1.8527,,,,,,,,EPIC 211572480.01,K2,FALSE_POSITIVE
10.39528014,,,,,,,0.8881,1.019,,EPIC 211572511.01,K2,CANDIDATE
11.007537,,41.5,,,,,0.94,,,EPIC 211578235.01,K2,CANDIDATE
9.0102,,3.6,,,,,0.738,,,EPIC 211579683.01,K2,CANDIDATE
35.383,,,,,,,0.667213,0.74,,EPIC 211586387.01,K2,CANDIDATE
1.359386,,,,,,,1.28259,1.02,,EPIC 211589784.01,K2,FALSE_POSITIVE
26.0,,10.48,,,,222.0,1.57,1.29,,EPIC 211590050.01,K2,CANDIDATE
0.630717,,,,,,,1.57514,1.37,,EPIC 211600389.01,K2,FALSE_POSITIVE
0.630718,,,,,,,,,,EPIC 211600632.01,K2,FALSE_POSITIVE
12.427163,,,,,,,2.39747,1.3,,EPIC 211604981.01,K2,FALSE_POSITIVE
37.24703,,35.0,,,,,1.696,,,EPIC 211606790.01,K2,CANDIDATE
1.348851,,,,,,,1.38773,1.24,,EPIC 211607670.01,K2,FALSE_POSITIVE
1.490219,,,,,,,1.72824,1.6,,EPIC 211607804.01,K2,FALSE_POSITIVE
1.882213,,,,,,,1.568,,,EPIC 211611139.01,K2,CANDIDATE
0.958786,,,,,,,1.0377,0.968,,EPIC 211613886.01,K2,FALSE_POSITIVE
1.8554,,,,,,,10.091,,,EPIC 211616939.01,K2,CANDIDATE
11.100314,,,,,,,3.70395,,,EPIC 211619120.01,K2,FALSE_POSITIVE
1.855827,,,,,,,0.664,,,EPIC 211619805.01,K2,CANDIDATE
15.7512,,1.38,,,,,0.582,,,EPIC 211619879.01,K2,CANDIDATE
1.855421,,,,,,,2.734,,,EPIC 211620138.01,K2,CANDIDATE
0.921358,,,,,,,1.30486,0.9,,EPIC 211621644.01,K2,FALSE_POSITIVE
11.078847,,,,,,,1.9631,,,EPIC 211621961.01,K2,FALSE_POSITIVE
0.530431,,,,,,,1.49032,1.01,,EPIC 211625003.01,K2,FALSE_POSITIVE
0.747734,,,,,,,1.65596,2.11,,EPIC 211626490.01,K2,FALSE_POSITIVE
0.69719,,,,,,,1.45971,0.97,,EPIC 211630537.01,K2,FALSE_POSITIVE
5.513327,,3.9,,,,,0.77,,,EPIC 211631538.01,K2,CANDIDATE
0.884004,,,,,,,0.742353,0.86,,EPIC 211631904.01,K2,FALSE_POSITIVE
0.53027,,1.4,,,,,0.558,,,EPIC 211638401.01,K2,CANDIDATE
0.543877,,,,,,,1.36241,1.18,,EPIC 211638883.01,K2,FALSE_POSITIVE
6.741846,,,,,,,2.13528,,,EPIC 211639283.01,K2,FALSE_POSITIVE
20.9913,,1.44,,,,,0.386,,,EPIC 211642307.01,K2,CANDIDATE
23.89959501695,,12.83075359,,,,476.17,0.76962,,,EPIC 211642882.01,K2,CANDIDATE
2.044175,,,,,,,2.49927,0.96,,EPIC 211644647.01,K2,FALSE_POSITIVE
23.5306712,,9.25,,,,591.0,1.9,1.48,,EPIC 211644764.01,K2,CANDIDATE
10.6741,,1.86,,,,,0.9538,,,EPIC 211645912.01,K2,CANDIDATE
3.78795,,,,,,,4.182,,,EPIC 211649214.01,K2,CANDIDATE
0.516235,,,,,,,2.08947,1.81,,EPIC 211651743.01,K2,FALSE_POSITIVE
0.635238,,,,,,,0.919305,0.76,,EPIC 211662047.01,K2,FALSE_POSITIVE
0.544418,,,,,,,1.06871,0.85,,EPIC 211663508.01,K2,FALSE_POSITIVE
1.855516,,,,,,,0.189,,,EPIC 211663688.01,K2,CANDIDATE
0.698333,,,,,,,0.664517,0.64,,EPIC 211664543.01,K2,FALSE_POSITIVE
4.894289,,4.1,,,,,0.686,,,EPIC 211673349.01,K2,CANDIDATE
12.601781,,2.788,,,,,1.088,0.803,,EPIC 211679060.01,K2,CANDIDATE
6.96350934,,,,,,,1.23998,1.21,,EPIC 211682423.01,K2,CANDIDATE
0.769057,,2.06,,,,,0.54,,,EPIC 211685045.01,K2,CANDIDATE
1.91828,,1.0,,,,,,,,EPIC 211694226.01,K2,CANDIDATE
2.5844972,,10.29,,,,2277.0,1.39,1.26,,EPIC 211705502.01,K2,FALSE_POSITIVE
2.5331,,,,,,,1.54022,0.91,,EPIC 211705654.01,K2,FALSE_POSITIVE
3.022569,,,,,,,1.89113,1.32,,EPIC 211710534.01,K2,FALSE_POSITIVE
15.462807,,1.266,,,,,0.919,0.802,,EPIC 211711685.01,K2,CANDIDATE
2.958763,,,,,,,2.34828,1.08,,EPIC 211718105.01,K2,FALSE_POSITIVE
5.51633,,1.38,,,,,0.306,,,EPIC 211718187.01,K2,CANDIDATE
0.36091387,,,,,,,1.92205,1.18,,EPIC 211719484.01,K2,CANDIDATE
1.052364,,,,,,,1.1112,0.87,,EPIC 211721325.01,K2,FALSE_POSITIVE
4.7464962,,11.6,,,,1775.0,2.1,1.5,,EPIC 211724246.01,K2,CANDIDATE
8.952623,,8.917,,,,,0.856,1.023,,EPIC 211728689.01,K2,CANDIDATE
1.99043,,,,,,,0.82,,,EPIC 211731298.01,K2,CANDIDATE
2.131554,,,,,,,2.44273,1.167,,EPIC 211732801.01,K2,FALSE_POSITIVE
8.65871336,,,,,,,0.901716,0.864,,EPIC 211733267.01,K2,CANDIDATE
14.5616,,2.82,,,,,0.849,,,EPIC 211736305.01,K2,CANDIDATE
2.46819,,,,,,,0.817957,2.05,,EPIC 211737652.01,K2,FALSE_POSITIVE
0.56802,,,,,,,0.451115,0.447745,,EPIC 211738534.01,K2,FALSE_POSITIVE
2.787663,,2.2,,,,,0.602,,,EPIC 211741619.01,K2,CANDIDATE
4.612166,,,,,,,2.82645,,,EPIC 211744153.01,K2,FALSE_POSITIVE
0.595558,,,,,,,1.20541,1.06,,EPIC 211750072.01,K2,FALSE_POSITIVE
13.798845,,1.665,,,,,0.68,0.824,,EPIC 211754117.01,K2,CANDIDATE
3.41052823,,,,,,,0.674996,0.64555,,EPIC 211754962.01,K2,CANDIDATE
0.595667,,,,,,,,,,EPIC 211759163.01,K2,FALSE_POSITIVE
1.56494,,2.06,,,,,0.556,,,EPIC 211762841.01,K2,CANDIDATE
3.576744,,,,,,,1.30914,1.07,,EPIC 211764271.01,K2,FALSE_POSITIVE
3.57678,,,,,,,0.934009,0.96,,EPIC 211764373.01,K2,FALSE_POSITIVE
7.5587,,2.643,,,,,0.677,0.636,,EPIC 211765695.01,K2,CANDIDATE
25.43143,,2.887,,,,,0.677,0.636,,EPIC 211765695.02,K2,CANDIDATE
0.542912,,,,,,,2.25382,1.1,,EPIC 211768007.01,K2,FALSE_POSITIVE
3.79018,,,,,,,,,,EPIC 211770390.01,K2,FALSE_POSITIVE
27.693,,,,,,,1.7076,1.23,,EPIC 211770867.01,K2,CANDIDATE
7.13142,,9.6,,,,,3.4,,,EPIC 211783206.01,K2,CANDIDATE
3.57804902,,,,,,,1.59182,1.116,,EPIC 211784767.01,K2,CANDIDATE
12.89398,,1.12,,,,,0.191,,,EPIC 211788221.01,K2,CANDIDATE
9.56332821,,,,,,,,,,EPIC 211791178.01,K2,CANDIDATE
1.88993,,1.29,,,,,0.638,,,EPIC 211796070.01,K2,CANDIDATE
1.640707,,2.09,,,,,0.572,,,EPIC 211797637.01,K2,CANDIDATE
19.53405,,9.82,,,,,0.460378,0.457571,,EPIC 211799258.01,K2,CANDIDATE
1.106175,,8.83310242,,,,,0.90632,,,EPIC 211800191.01,K2,CANDIDATE
1.52317871,,,,,,,0.950472,1.024,,EPIC 211804579.01,K2,FALSE_POSITIVE
0.504961,,,,,,,0.906039,0.88,,EPIC 211807456.01,K2,FALSE_POSITIVE
3.38199819,,,,,,,1.019,0.99,,EPIC 211808055.01,K2,CANDIDATE
0.593274,,,,,,,1.07692,0.98,,EPIC 211809568.01,K2,FALSE_POSITIVE
1.085097,,,,,,,2.97681,1.33,,EPIC 211812160.01,K2,FALSE_POSITIVE
3.607981,,18.3,,,,,2.253,,,EPIC 211812935.01,K2,CANDIDATE
15.405101,,,,,,,1.475,,,EPIC 211814313.01,K2,CANDIDATE
14.71,,,,,,,2.19732,,,EPIC 211814733.01,K2,FALSE_POSITIVE
2.17693,,7.92,,,,,0.170856,0.14116,,EPIC 211817229.01,K2,CANDIDATE
21.17623917,,,,,,,0.597044,0.585671,,EPIC 211822797 b,K2,CONFIRMED
1.549381,,,,,,,0.541211,0.537281,,EPIC 211822953.01,K2,FALSE_POSITIVE
0.95017067,,,,,,,0.746527,0.92,,EPIC 211825866.01,K2,CANDIDATE
1.53453,,1.02,,,,,0.29,0.28,,EPIC 211826814.01,K2,CANDIDATE
20.180269,,,,,,,0.342147,0.32513,,EPIC 211828142.01,K2,FALSE_POSITIVE
5.803439,,,,,,,1.00796,0.84,,EPIC 211829982.01,K2,FALSE_POSITIVE
20.893526,,,,,,,1.765,,,EPIC 211830293.01,K2,CANDIDATE
3.48928,,0.91,,,,,0.682132,0.650711,,EPIC 211831378.01,K2,FALSE_POSITIVE
10.545,,,,,,,1.95293,1.12,,EPIC 211834065.01,K2,CANDIDATE
12.0808,,2.53,,,,,0.682,,,EPIC 211837343.01,K2,CANDIDATE
