orbital_period,transit_duration,planetary_radius,stellar_magnitude,transit_depth,impact_parameter,equilibrium_temperature,stellar_radius,stellar_mass,disposition_score,object_id,dataset,disposition
20.0504494,4.556,2.69,15.604,840.9,0.383,622.0,0.927,0.956,1.0,K00864.02,KEPLER,CONFIRMED
9.76734503,1.6585,2.67,15.604,569.1,0.9,791.0,0.927,0.956,1.0,K00864.03,KEPLER,CONFIRMED
119.0207044,8.1405,8.98,15.085,7430.5,0.076,366.0,1.062,0.904,1.0,K00865.01,KEPLER,CANDIDATE
190.3200468,15.284,7.78,12.654,1141.7,0.812,426.0,2.057,1.247,0.987,K00119.02,KEPLER,CONFIRMED
2.861159894,1.8832,4.37,15.618,1014.3,0.965,1355.0,1.021,1.09,0.0,K00866.01,KEPLER,FALSE_POSITIVE
26.44439337,3.9783,3.91,15.158,1843.5,0.03,562.0,0.929,0.915,1.0,K00880.01,KEPLER,CONFIRMED
51.53997972,6.3994,5.51,15.158,3644.3,0.183,450.0,0.929,0.915,0.983,K00880.02,KEPLER,CONFIRMED
5.902245782,2.9003,2.43,15.158,702.3,0.209,926.0,0.929,0.915,1.0,K00880.03,KEPLER,CONFIRMED
2.382951591,1.8876,1.86,15.158,391.6,0.479,1253.0,0.929,0.915,1.0,K00880.04,KEPLER,CONFIRMED
21.02250608,4.1072,3.07,15.859,1772.5,0.036,521.0,0.75,0.789,1.0,K00881.01,KEPLER,CONFIRMED
3.219814777,2.0642,1.69,15.599,488.2,0.06,998.0,0.787,0.823,1.0,K00869.04,KEPLER,CONFIRMED
5.912273234,2.3254,1.73,15.036,961.4,0.17,585.0,0.57,0.586,1.0,K00870.01,KEPLER,CONFIRMED
8.98581901,2.8606,1.65,15.036,881.3,0.008,509.0,0.57,0.586,1.0,K00870.02,KEPLER,CONFIRMED
12.940668656,2.4845,22.94,15.215,42450.0,0.897,723.0,0.809,0.895,0.0,K00871.01,KEPLER,CANDIDATE
20.5452375,2.517,2.41,12.003,218.5,0.95,742.0,1.264,0.937,0.573,K00120.01,KEPLER,FALSE_POSITIVE
33.60123371,4.4056,8.46,15.262,7425.9,0.67,495.0,0.93,0.882,1.0,K00872.01,KEPLER,CONFIRMED
6.76652928,2.9004,1.97,15.262,450.7,0.429,845.0,0.93,0.882,1.0,K00872.02,KEPLER,CONFIRMED
4.347288783,2.1024,2.36,15.024,451.6,0.025,1174.0,1.122,1.014,1.0,K00873.01,KEPLER,CONFIRMED
4.601811819,2.2607,2.35,15.024,755.9,0.567,896.0,0.833,0.793,1.0,K00874.01,KEPLER,CONFIRMED
11.18719905,3.252,1.55,15.024,353.6,0.387,667.0,0.833,0.793,0.997,K00874.02,KEPLER,CONFIRMED
4.220965778,3.0854,2.62,15.692,2260.0,0.705,595.0,0.517,0.544,1.0,K00875.01,KEPLER,CONFIRMED
5.95489993,2.3892,2.33,15.019,1410.7,0.327,635.0,0.633,0.64,1.0,K00877.01,KEPLER,CONFIRMED
12.03987488,2.7363,2.18,15.019,1250.6,0.286,502.0,0.633,0.64,1.0,K00877.02,KEPLER,CONFIRMED
20.83762895,2.3734,1.42,15.019,439.0,0.706,418.0,0.633,0.64,0.998,K00877.03,KEPLER,CONFIRMED
8.8111022,5.0683,63.66,12.759,401.1,1.223,1399.0,2.404,1.333,0.0,K00121.01,KEPLER,FALSE_POSITIVE
23.58917143,5.073,3.16,15.316,1200.7,0.926,487.0,0.721,0.697,1.0,K00878.01,KEPLER,CONFIRMED
6.481633073,3.784,2.54,12.365,298.5,0.833,1145.0,1.302,1.009,1.0,K00123.01,KEPLER,CONFIRMED
10.37168928,3.035,3.2,15.193,1254.9,0.537,720.0,0.888,0.822,1.0,K00892.01,KEPLER,CONFIRMED
3.96996298,1.1757,1.78,15.193,299.2,0.836,992.0,0.888,0.822,1.0,K00892.02,KEPLER,CONFIRMED
4.40841331,5.012,2.66,15.662,549.4,0.899,1139.0,0.961,0.968,1.0,K00893.01,KEPLER,CONFIRMED
7.9426176,6.703,4.68,15.26,1590.7,0.942,878.0,0.926,1.036,0.0,K00894.01,KEPLER,FALSE_POSITIVE
